nr. sessions,nr. rest days,total kms,total km Z3-Z4-Z5-T1-T2,"nr. tough sessions (effort in Z5, T1 or T2)",nr. days with interval session,total km Z3-4,max km Z3-4 one day,total km Z5-T1-T2,max km Z5-T1-T2 one day,total hours alternative training,nr. strength trainings,nr. sessions.1,nr. rest days.1,total kms.1,max km one day.1,total km Z3-Z4-Z5-T1-T2.1,"nr. tough sessions (effort in Z5, T1 or T2).1",nr. days with interval session.1,total km Z3-4.1,max km Z3-4 one day.1,total km Z5-T1-T2.1,max km Z5-T1-T2 one day.1,total hours alternative training.1,nr. strength trainings.1,nr. sessions.2,nr. rest days.2,total kms.2,max km one day.2,total km Z3-Z4-Z5-T1-T2.2,"nr. tough sessions (effort in Z5, T1 or T2).2",nr. days with interval session.2,total km Z3-4.2,max km Z3-4 one day.2,total km Z5-T1-T2.2,max km Z5-T1-T2 one day.2,total hours alternative training.2,nr. strength trainings.2,Athlete ID,Date
9.0,0.0,149.6,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,8.0,0.0,150.5,35.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,154.0,30.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,1,722
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,162
7.0,1.0,164.0,21.0,1.0,2.0,13.0,13.0,8.0,8.0,0.0,0.0,10.0,0.0,157.3,38.0,37.3,4.0,4.0,7.0,7.0,30.0,12.0,0.75,1.0,7.0,0.0,144.3,38.0,12.3,2.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,1,34
8.0,0.0,169.3,37.3,1.0,3.0,17.0,10.0,20.0,20.0,0.0,0.0,7.0,0.0,151.3,41.0,38.3,2.0,4.0,22.0,21.0,16.0,8.0,0.0,0.0,10.0,1.0,190.0,41.0,28.0,2.0,3.0,20.0,13.0,8.0,6.0,0.75,1.0,1,44
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,97
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,115.0,30.0,9.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,1,85
8.0,0.0,165.3,13.3,1.0,3.0,6.0,4.0,7.0,7.0,0.0,0.0,8.0,0.0,193.6,41.0,56.6,1.0,4.0,48.0,18.0,8.0,8.0,0.0,1.0,9.0,0.0,190.8,38.0,49.8,1.0,3.0,29.5,19.5,20.0,20.0,0.0,0.0,1,61
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,167
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,199
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,173
11.0,0.0,208.3,22.3,0.0,2.0,22.0,12.0,0.0,0.0,0.0,0.0,9.0,1.0,148.0,31.5,17.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,10.0,0.0,185.6,36.5,36.5,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,1,399
6.0,1.0,93.3,14.3,3.0,3.0,6.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,103.6,24.3,22.6,2.0,2.0,12.0,12.0,10.0,6.0,0.0,0.0,8.0,0.0,159.1,29.0,22.1,0.0,3.0,21.8,9.0,0.0,0.0,0.0,0.0,1,253
9.0,0.0,197.0,36.0,1.0,3.0,30.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,184.0,34.0,36.0,1.0,3.0,29.0,17.0,7.0,7.0,0.0,0.0,9.0,0.0,149.6,34.0,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,1,736
9.0,1.0,149.0,17.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,11.0,0.0,187.0,36.5,24.5,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,173.1,38.0,41.5,0.0,3.0,41.0,17.0,0.0,0.0,0.0,0.0,1,393
8.0,0.0,166.6,31.6,1.0,3.0,24.0,14.0,6.0,6.0,0.0,0.0,5.0,2.0,72.1,21.3,22.6,1.0,3.0,21.0,15.0,1.0,1.0,0.0,0.0,8.0,0.0,140.5,34.5,20.5,1.0,3.0,15.4,10.0,4.0,4.0,0.0,0.0,1,308
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108
6.0,2.0,111.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,163.8,35.5,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,5.0,3.0,111.0,38.0,9.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,1,354
9.0,0.0,161.8,24.4,0.0,2.0,24.0,20.0,0.0,0.0,0.0,0.0,3.0,4.0,67.5,23.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,218
8.0,0.0,180.8,49.8,1.0,3.0,29.5,19.5,20.0,20.0,0.0,0.0,8.0,0.0,173.3,41.0,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,8.0,1.0,175.0,41.0,30.0,2.0,3.0,20.0,13.0,10.0,8.0,0.0,1.0,1,46
11.0,0.0,177.3,35.3,0.0,3.0,34.0,17.0,0.0,0.0,0.0,0.0,11.0,1.0,166.5,36.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,125.4,27.4,36.4,0.0,3.0,36.1,21.1,0.0,0.0,0.0,0.0,1,373
8.0,0.0,158.4,19.4,1.0,3.0,12.8,6.8,6.0,6.0,0.0,0.0,7.0,0.0,145.3,30.3,39.3,0.0,3.0,39.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,182.7,31.4,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,1,241
9.0,0.0,196.0,48.0,1.0,4.0,42.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,170.6,34.0,45.1,1.0,3.0,38.1,21.1,7.0,7.0,0.0,0.0,9.0,0.0,155.5,35.0,10.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,1,734
4.0,3.0,78.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,130.0,32.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,181.3,32.0,31.3,1.0,4.0,24.0,18.0,7.0,7.0,0.0,0.0,1,73
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137
10.0,0.0,147.6,28.1,1.0,2.0,21.1,21.1,7.0,7.0,0.0,0.0,8.0,0.0,161.5,35.0,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,9.0,0.0,153.0,30.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,1,725
7.0,1.0,164.0,29.0,1.0,2.0,21.0,21.0,8.0,8.0,0.0,0.0,10.0,0.0,180.3,41.0,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,7.0,0.0,124.3,30.0,22.3,3.0,3.0,0.0,0.0,22.0,10.0,0.0,0.0,1,35
11.0,0.0,192.4,25.4,1.0,3.0,20.6,11.0,4.5,4.5,0.0,0.0,7.0,1.0,143.3,34.0,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,11.0,0.0,209.3,39.3,30.3,0.0,3.0,30.0,12.0,0.0,0.0,0.0,1.0,1,328
9.0,1.0,174.3,40.3,3.0,4.0,20.0,13.0,20.0,12.0,0.75,1.0,7.0,0.0,107.3,30.0,22.3,3.0,3.0,0.0,0.0,22.0,10.0,0.0,0.0,7.0,1.0,147.3,38.0,20.3,0.0,2.0,20.0,12.0,0.0,0.0,0.75,0.0,1,29
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,181
10.0,0.0,204.0,24.0,1.0,3.0,18.0,9.0,6.0,6.0,0.0,0.0,11.0,0.0,194.4,38.0,25.4,1.0,3.0,20.6,11.0,4.5,4.5,0.0,0.0,7.0,1.0,145.3,36.0,16.3,1.0,2.0,10.0,10.0,6.0,6.0,0.0,0.0,1,336
11.0,0.0,211.3,30.3,0.0,3.0,30.0,12.0,0.0,0.0,0.0,1.0,8.0,0.0,173.6,37.0,31.6,1.0,3.0,24.0,14.0,6.0,6.0,0.0,0.0,5.0,2.0,72.1,21.3,22.6,1.0,3.0,21.0,15.0,1.0,1.0,0.0,0.0,1,316
9.0,0.0,208.1,58.1,1.0,4.0,49.5,19.5,8.0,8.0,0.0,1.0,8.0,0.0,169.3,39.0,37.3,1.0,3.0,17.0,10.0,20.0,20.0,0.0,0.0,7.0,0.0,151.3,41.0,38.3,2.0,4.0,22.0,21.0,16.0,8.0,0.0,0.0,1,51
9.0,0.0,157.6,37.0,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,182.5,38.0,34.5,0.0,3.0,34.0,17.0,0.0,0.0,0.0,0.0,11.0,1.0,156.3,36.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,381
10.0,0.0,173.3,36.3,1.0,3.0,34.0,20.0,2.0,2.0,0.0,0.0,10.0,0.0,204.5,40.0,32.5,1.0,3.0,24.0,12.0,7.5,7.5,0.0,0.0,9.0,1.0,157.3,34.3,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,1,410
9.0,0.0,167.8,24.4,0.0,2.0,24.0,20.0,0.0,0.0,0.0,0.0,2.0,5.0,45.5,23.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,217
9.0,0.0,192.0,48.0,1.0,4.0,42.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,165.5,34.0,24.0,1.0,2.0,17.0,17.0,7.0,7.0,0.0,0.0,9.0,0.0,149.6,34.0,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,1,735
10.0,0.0,157.3,37.3,4.0,4.0,7.0,7.0,30.0,12.0,0.75,1.0,7.0,0.0,144.3,38.0,12.3,2.0,2.0,0.0,0.0,12.0,6.0,0.0,0.0,8.0,1.0,152.3,35.0,20.3,0.0,2.0,20.0,12.0,0.0,0.0,0.75,0.0,1,27
10.0,0.0,197.3,32.3,2.0,3.0,12.0,12.0,20.0,10.0,0.0,0.0,3.0,5.0,64.3,42.3,10.3,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2
8.0,0.0,160.6,40.6,0.0,3.0,40.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,180.9,31.4,40.4,0.0,3.0,39.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,161.8,35.0,24.4,0.0,2.0,24.0,20.0,0.0,0.0,0.0,0.0,1,232
7.0,0.0,95.3,17.3,3.0,3.0,3.6,3.6,12.8,6.4,0.0,0.0,9.0,0.0,145.2,29.7,18.7,1.0,3.0,10.5,9.0,7.2,7.2,0.0,0.0,7.0,1.0,111.6,37.0,9.6,2.0,2.0,2.0,2.0,7.0,6.0,0.0,0.0,1,271
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,156
9.0,0.0,191.6,33.6,0.0,3.0,32.0,14.0,0.0,0.0,0.0,0.0,5.0,2.0,80.6,21.3,24.1,1.0,3.0,17.5,15.0,6.0,6.0,0.0,0.0,8.0,0.0,142.0,34.5,21.0,1.0,3.0,18.9,10.0,1.0,1.0,0.0,0.0,1,310
9.0,0.0,155.5,10.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,154.0,30.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,9.0,0.0,148.0,28.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.0,0.0,1,720
7.0,0.0,139.4,46.4,0.0,4.0,45.8,20.0,0.0,0.0,0.0,0.0,9.0,0.0,176.7,31.4,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,164.9,29.0,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,1,235
7.0,1.0,143.3,26.3,1.0,3.0,20.0,10.0,6.0,6.0,0.0,1.0,11.0,0.0,214.3,39.3,35.3,0.0,3.0,34.0,14.0,0.0,0.0,0.0,0.0,7.0,1.0,141.9,37.0,31.9,1.0,3.0,25.0,15.0,6.0,6.0,0.0,0.0,1,320
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,138
4.0,3.0,83.9,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,212
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,104
10.0,0.0,188.8,14.8,1.0,2.0,10.0,10.0,4.5,4.5,0.0,0.0,8.0,1.0,154.3,34.0,28.3,1.0,3.0,22.0,12.0,6.0,6.0,0.0,1.0,10.0,0.0,206.6,39.3,33.6,0.0,3.0,32.0,14.0,0.0,0.0,0.0,0.0,1,325
10.0,0.0,191.0,29.0,0.0,3.0,28.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,183.6,36.5,24.5,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,165.5,38.0,36.5,0.0,3.0,36.0,17.0,0.0,0.0,0.0,0.0,1,390
10.0,0.0,183.4,14.4,1.0,2.0,9.6,9.6,4.5,4.5,0.0,0.0,8.0,1.0,154.3,34.0,26.3,1.0,3.0,20.0,10.0,6.0,6.0,0.0,1.0,11.0,0.0,217.3,39.3,35.3,0.0,3.0,34.0,14.0,0.0,0.0,0.0,0.0,1,326
9.0,0.0,164.9,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,215
6.0,1.0,96.4,30.4,0.0,2.0,30.1,21.1,0.0,0.0,0.0,0.0,9.0,1.0,146.3,30.0,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,4.0,3.0,91.5,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,357
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,189
7.0,1.0,141.9,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,214
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,204
7.0,0.0,145.3,39.3,0.0,3.0,39.0,20.0,0.0,0.0,0.0,0.0,10.0,0.0,182.7,31.4,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,170.9,35.0,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,1,234
8.0,0.0,151.8,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,6.0,1.0,92.3,19.0,14.3,3.0,3.0,6.0,6.0,8.0,3.0,0.0,0.0,7.0,0.0,111.6,24.3,22.6,2.0,2.0,12.0,12.0,10.0,6.0,0.0,0.0,1,259
8.0,0.0,129.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,172.3,32.0,13.3,1.0,3.0,6.0,4.0,7.0,7.0,0.0,0.0,9.0,0.0,203.6,41.0,56.6,1.0,4.0,48.0,18.0,8.0,8.0,0.0,1.0,1,67
8.0,0.0,121.6,28.6,3.0,3.0,0.0,0.0,28.0,12.0,0.0,0.0,7.0,1.0,148.0,38.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.75,0.0,10.0,0.0,183.6,35.0,39.6,1.0,4.0,30.0,12.0,9.0,9.0,0.75,0.0,1,24
9.0,0.0,169.8,24.4,0.0,2.0,24.0,20.0,0.0,0.0,0.0,0.0,1.0,6.0,23.5,23.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,216
9.0,0.0,173.9,31.4,0.0,2.0,30.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,169.8,35.0,24.4,0.0,2.0,24.0,20.0,0.0,0.0,0.0,0.0,1.0,6.0,23.5,23.5,13.5,0.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,1,223
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,129
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,111
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166
10.0,0.0,185.6,36.5,0.0,3.0,36.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,175.5,38.0,29.5,0.0,2.0,29.0,17.0,0.0,0.0,0.0,0.0,11.0,0.0,172.8,35.0,18.8,0.0,2.0,17.0,10.0,0.0,0.0,0.0,0.0,1,385
10.0,1.0,153.5,6.5,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,111.4,27.4,30.4,0.0,2.0,30.1,21.1,0.0,0.0,0.0,0.0,8.0,2.0,134.3,30.0,10.3,0.0,1.0,10.0,10.0,0.0,0.0,0.0,0.0,1,365
8.0,0.0,173.3,37.3,1.0,4.0,29.0,21.0,8.0,8.0,0.0,0.0,7.0,1.0,160.0,41.0,30.0,2.0,3.0,20.0,13.0,10.0,8.0,0.0,1.0,10.0,0.0,144.3,38.0,28.3,3.0,3.0,0.0,0.0,28.0,12.0,0.75,0.0,1,40
6.0,1.0,85.9,10.9,2.0,2.0,3.6,3.6,6.4,4.0,0.0,0.0,9.0,0.0,115.4,29.7,15.9,2.0,3.0,1.5,1.5,13.6,7.2,0.0,0.0,8.0,0.0,152.8,37.0,18.8,2.0,3.0,11.0,9.0,7.0,6.0,0.0,0.0,1,274
10.0,0.0,191.6,26.6,1.0,3.0,20.6,11.0,6.0,6.0,0.0,0.0,10.0,0.0,188.8,36.0,14.8,1.0,2.0,10.0,10.0,4.5,4.5,0.0,0.0,8.0,1.0,154.3,34.0,28.3,1.0,3.0,22.0,12.0,6.0,6.0,0.0,1.0,1,332
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,101.0,30.0,3.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,139.0,32.0,27.0,0.0,2.0,27.0,21.0,0.0,0.0,0.0,0.0,1,79
10.0,0.0,165.5,24.0,1.0,2.0,17.0,17.0,7.0,7.0,0.0,0.0,9.0,0.0,149.6,34.0,31.1,1.0,2.0,21.1,21.1,10.0,10.0,0.0,0.0,8.0,0.0,165.0,35.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,1,728
8.0,0.0,128.8,30.8,1.0,4.0,25.4,10.0,4.0,4.0,0.0,0.0,10.0,0.0,179.7,38.0,35.2,1.0,4.0,26.0,10.0,8.0,8.0,0.0,0.0,10.0,0.0,151.6,34.0,26.6,2.0,3.0,9.0,9.0,16.2,10.0,0.0,0.0,1,293
8.0,1.0,152.3,20.3,0.0,2.0,20.0,12.0,0.0,0.0,0.75,0.0,11.0,0.0,195.3,36.0,39.3,1.0,4.0,30.0,12.0,9.0,9.0,0.75,0.0,9.0,1.0,174.6,42.3,30.6,3.0,3.0,0.0,0.0,30.0,10.0,0.0,0.0,1,13
9.0,0.0,146.1,24.5,0.0,2.0,24.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,177.3,38.0,35.3,0.0,3.0,34.0,17.0,0.0,0.0,0.0,0.0,11.0,1.0,166.5,36.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,380
7.0,1.0,163.0,26.0,1.0,2.0,18.0,18.0,8.0,8.0,0.0,0.0,9.0,0.0,187.0,34.0,47.0,1.0,4.0,41.0,17.0,6.0,6.0,0.0,0.0,10.0,0.0,147.6,34.0,28.1,1.0,2.0,21.1,21.1,7.0,7.0,0.0,0.0,1,739
9.0,0.0,176.7,38.7,0.0,3.0,37.0,18.0,0.0,0.0,0.0,0.0,9.0,0.0,164.9,29.0,32.4,0.0,2.0,32.0,20.0,0.0,0.0,0.0,0.0,7.0,1.0,141.9,35.0,17.5,0.0,2.0,16.0,12.0,0.0,0.0,0.0,0.0,1,228
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,161
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,132.0,32.0,30.0,0.0,3.0,30.0,21.0,0.0,0.0,0.0,0.0,1,83
7.0,1.0,138.0,16.0,2.0,2.0,0.0,0.0,16.0,8.0,0.0,0.0,9.0,0.0,192.0,35.0,48.0,1.0,4.0,42.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,165.5,34.0,24.0,1.0,2.0,17.0,17.0,7.0,7.0,0.0,0.0,1,742
9.0,0.0,175.5,25.0,1.0,2.0,15.0,15.0,10.0,10.0,0.0,0.0,8.0,0.0,137.0,30.0,8.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,160.0,28.0,24.0,2.0,3.0,8.0,8.0,16.0,10.0,0.0,0.0,1,719
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,110
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,149
0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,152
7.0,1.0,141.0,14.0,1.0,2.0,8.0,8.0,6.0,6.0,0.75,0.0,11.0,0.0,196.6,36.0,39.6,1.0,4.0,30.0,12.0,9.0,9.0,0.75,0.0,10.0,0.0,197.3,37.0,32.3,2.0,3.0,12.0,12.0,20.0,10.0,0.0,0.0,1,16
10.0,0.0,170.6,45.1,1.0,3.0,38.1,21.1,7.0,7.0,0.0,0.0,9.0,0.0,155.5,35.0,10.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,0.0,8.0,0.0,154.0,30.0,23.0,0.0,2.0,23.0,15.0,0.0,0.0,0.0,0.0,1,727
